Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
33744c15-af7e-42f0-8925-bf722beed5bd,2013-01-15,,999-52-8588,,,,Marta,Caldera,,,,hispanic,puerto_rican,F,Ponce  Puerto Rico  PR,1063 O'Hara Landing,North Andover,Massachusetts,01845
c353ce2e-dc4e-42b6-8dce-f8fcc15b011b,1977-04-30,,999-88-9503,S99962787,X59608289X,Mr.,Clifton,Mills,,,M,white,irish,M,Holyoke  Massachusetts  US,521 Bailey Dam,Tewksbury,Massachusetts,01876
a5bc333e-4e99-4079-b1c2-e18029bbfc0d,1939-03-06,,999-77-7826,S99949877,X17590897X,Ms.,María del Carmen,Rivas,,,S,hispanic,puerto_rican,F,Ponce  Puerto Rico  PR,675 Hettinger Hollow,Reading,Massachusetts,01801
b277799c-847c-4d46-b8ea-0019a7adacf6,2007-08-22,,999-54-9945,,,,Derick,Douglas,,,,white,english,M,Lexington  Massachusetts  US,244 Hudson Grove Apt 81,Attleboro,Massachusetts,02703
0900d328-ad35-46c3-8547-3cc35d032d37,2012-05-25,,999-72-8036,,,,Shirely,Harris,,,,black,african,F,Methuen Town  Massachusetts  US,359 O'Keefe Mission,Boston,Massachusetts,02108
2a51ceee-081e-4908-9fea-1aefd10088a3,1953-05-31,,999-18-3099,S99950133,X32609869X,Ms.,Jenniffer,Hessel,,,S,black,west_indian,F,Santo Domingo  National District  DO,318 Lockman Forge Suite 93,Boston,Massachusetts,02108
7abb3f33-5e4b-47f2-b16c-6976dc821eeb,1945-08-15,,999-19-6351,S99974407,X55524026X,Mr.,Harris,Abshire,PhD,,M,white,swedish,M,Dover  Massachusetts  US,584 Daugherty Key Unit 18,Quincy,Massachusetts,02169
1f552883-cbbd-4091-8519-730c73566294,2019-05-13,,999-40-7987,,,,Yon,Johnston,,,,white,irish,F,Springfield  Massachusetts  US,861 Schneider Brook,Plainville,Massachusetts,02762
3ec41ae6-ab08-482c-8643-a0e10049ccc7,2011-08-27,,999-75-4029,,,,Abbie,Walsh,,,,white,english,F,Quincy  Massachusetts  US,1014 Adams Center,Methuen Town,Massachusetts,01841
7797459c-3171-4c0e-8280-f4eb7e69dd45,1964-10-01,,999-92-5445,S99951354,X2601908X,Mr.,Cornelius,Runolfsson,,,M,white,french,M,Boston  Massachusetts  US,818 Krajcik Crossing Apt 87,Beverly,Massachusetts,01915
ee23d081-68c6-4e6e-8b40-635012f9d637,1986-01-31,,999-28-5123,S99964938,X69454456X,Mr.,Cristobal,Tamez,,,M,hispanic,puerto_rican,M,San Juan  Puerto Rico  PR,843 Macejkovic Light Suite 42,Lawrence,Massachusetts,01840
ca1fbbfc-3791-402c-a8e3-11414f78822e,1939-10-26,2016-09-22,999-18-3833,S99916904,X29905196X,Mr.,Earl,Russel,,,M,white,english,M,Haverhill  Massachusetts  US,808 Williamson Crossing,Acton,Massachusetts,01720
a9aae42d-3979-4565-9dbf-c29705735c39,1993-06-26,,999-19-3454,S99968478,X58814886X,Ms.,Kate,Blick,,,,white,french,F,Cheshire  Massachusetts  US,462 Crist Alley Suite 90,Boston,Massachusetts,02108
7f6620a1-0a36-4d3f-a7af-46f4c69a7cb3,1987-04-20,,999-37-2333,S99978222,X63851028X,Mr.,Man,Harber,,,M,white,french_canadian,M,Boston  Massachusetts  US,257 Harris Glen Apt 81,West Tisbury,Massachusetts,02575
c9852679-691a-44ff-bf6a-69bcb32f8c28,2004-09-25,,999-21-1164,,,,Stuart,Littel,,,,white,portuguese,M,Faro  Algarve  PT,1019 Strosin Mission,Northborough,Massachusetts,01532
6119bf45-d306-470e-b168-549b4b5e6d36,1951-09-20,,999-71-6760,S99923541,X74120200X,Mrs.,Lourdes,Kovacek,,Graham,M,white,irish,F,New Bedford  Massachusetts  US,587 Rogahn Quay Unit 72,Rutland,Massachusetts,01543
b8d135de-0f58-4a84-ac65-1e8579a448fd,2005-01-19,,999-83-8212,,,,Benito,Nitzsche,,,,white,french_canadian,M,Randolph  Massachusetts  US,1026 Stehr Drive,Freetown,Massachusetts,
686646c8-5116-44c0-a2ac-7c48f1f17125,1990-09-04,,999-11-5272,S99933777,X65675723X,Mr.,Marcel,Bins,,,M,white,irish,M,Newburyport  Massachusetts  US,541 O'Conner Byway Unit 80,Edgartown,Massachusetts,02539
05edd4b7-a8c0-4fea-917e-7dc5f9e176c1,1947-08-12,,999-67-1166,S99913072,X48658928X,Mrs.,Concepción,Delatorre,,Olvera,M,hispanic,central_american,F,San Jose  San Jose  CR,1082 Graham Hollow Unit 61,New Bedford,Massachusetts,02740
f4dbecb7-4e35-43f2-86c7-b3f41661920b,2010-10-28,,999-65-6581,,,,Niesha,Steuber,,,,white,german,F,Marlborough  Massachusetts  US,423 Gutmann Estate,Tewksbury,Massachusetts,01876
88f1c1cf-dbdb-405f-b04b-3787da65e9ac,1923-01-23,,999-41-3218,S99939332,X77758516X,Mrs.,Katelyn,Cormier,,Abernathy,M,white,irish,F,Sterling  Massachusetts  US,591 Graham Course Suite 81,Burlington,Massachusetts,01803
253b1569-ba0a-4f7d-8213-a5da32cc8272,1993-05-18,,999-89-1462,S99981619,X27773699X,Mr.,Arthur,Bashirian,,,,asian,chinese,M,Hong Kong  Hong Kong Special Administrative Region  CN,157 Abernathy Neck Unit 76,Malden,Massachusetts,02148
e01735c5-fc74-46b9-a65a-7d2997770aaf,2015-11-17,,999-14-5546,,,,Lee,Eichmann,,,,white,irish,M,Douglas  Massachusetts  US,953 Lindgren Lane,Chelmsford,Massachusetts,01824
b9713d2f-82cd-40aa-9649-79f636dcd6e0,2017-07-25,,999-82-5833,,,,Eliana,Schroeder,,,,white,scottish,F,Somerville  Massachusetts  US,842 Morissette Way Suite 16,Boston,Massachusetts,02108
1821f005-39d2-468f-9a04-07158b9cb68c,1982-02-16,,999-99-3789,S99946382,X84701369X,Mr.,Caleb,MacGyver,,,M,asian,asian_indian,M,Carlisle  Massachusetts  US,401 Bradtke Skyway Suite 84,Winchester,Massachusetts,01890
e21d1a51-ffdf-4cee-9d27-7b39a7975942,1963-01-02,,999-87-4436,S99915224,X28276101X,Mr.,Angelo,Thiel,,,M,white,english,M,Duxbury  Massachusetts  US,415 Ratke Highlands Suite 59,Saugus,Massachusetts,01906
7bf0c4b8-58a8-4e82-96f3-afa6522d1583,1953-03-13,,999-89-3229,S99949923,X62107781X,Mrs.,Luana,Langworth,,Durgan,M,white,irish,F,Everett  Massachusetts  US,799 Wilkinson Plaza Unit 77,Ludlow,Massachusetts,01056
49bd5dd2-04d4-435f-a2c5-75695f8d4cf0,1939-10-26,,999-90-9990,S99988643,X37270746X,Mr.,Theron,Ryan,,,M,white,english,M,Boston  Massachusetts  US,1039 Satterfield Grove Unit 96,Acton,Massachusetts,01720
87a76f48-91d6-470c-a0c9-2051f9c0ab4b,1989-07-03,,999-83-7350,S99912101,X89006874X,Mr.,Karl,Considine,,,S,asian,chinese,M,Hong Kong  Hong Kong Special Administrative Region  CN,476 Rolfson Well,Boston,Massachusetts,02108
59b25b8a-3c59-491a-98a2-cf1b8367ece0,2005-11-03,,999-44-2849,,,,Hiram,Heaney,,,,white,irish,M,Cambridge  Massachusetts  US,1087 Emmerich Street,Lowell,Massachusetts,01850
7270be1b-2d59-403f-a9ff-3c302ddd2557,1980-10-02,,999-73-6193,S99941186,X43475029X,Mr.,Herschel,Toy,,,M,asian,asian_indian,M,Longmeadow  Massachusetts  US,300 Wyman Bypass,Easthampton Town,Massachusetts,01027
df0ad880-2886-4806-9354-a6b26b947842,1967-10-03,,999-82-1621,S99949735,X48758145X,Mr.,Tyree,Vandervort,,,M,white,russian,M,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,742 Emmerich Bay,Raynham,Massachusetts,02767
79fb9141-77ee-40c9-b23a-224ad7e62da2,2014-07-21,,999-97-7361,,,,Concetta,Raynor,,,,white,english,F,Weymouth Town  Massachusetts  US,992 Weber Throughway,New Bedford,Massachusetts,02740
b264fd9d-8602-4653-858d-e60d72fe54f1,2016-11-25,,999-58-1886,,,,Darline,Legros,,,,white,english,F,Wellesley  Massachusetts  US,106 Kassulke Road Apt 22,Taunton,Massachusetts,02718
3af0f76e-06e0-4ab0-8171-8498102103be,1976-02-07,,999-61-5284,S99939328,X17644939X,Ms.,Artie,Dach,,,S,white,english,F,Belmont  Massachusetts  US,736 Christiansen Parade Apt 28,Somerset,Massachusetts,02725
15036366-ca70-4a8e-a3cf-e4b81536844e,1976-09-21,,999-91-7647,S99914693,X16267385X,Ms.,Miss,Fisher,,,S,white,irish,F,Shrewsbury  Massachusetts  US,1062 Bernier Junction,Belchertown,Massachusetts,01007
51fdf0a6-1df7-44d9-a58b-a33cf13c1c68,1981-07-09,,999-91-8716,S99974422,X14473138X,Ms.,Han,Langworth,,,S,white,italian,F,Milton  Massachusetts  US,248 Rosenbaum Avenue,Boston,Massachusetts,02108
9a384806-04ef-496f-9170-c480bbb51a56,1969-08-15,,999-87-3166,S99991032,X53385569X,Mr.,Brandon,Balistreri,,,M,white,french_canadian,M,Sharon  Massachusetts  US,304 Kemmer Harbor Suite 64,Sharon,Massachusetts,02067
142a50dc-3373-4f39-a880-c30c375dd832,1992-12-13,,999-73-3379,S99919638,X16010841X,Ms.,Sindy,Abbott,,,,white,french,F,Andover  Massachusetts  US,871 Hane Vista,Pittsfield,Massachusetts,01201
4202fa66-8f94-4fc0-80b1-57d4512779e5,1958-01-28,,999-53-2453,S99923458,X15333065X,Mrs.,Frank,Borer,,Rohan,M,white,german,F,Framingham  Massachusetts  US,837 Rowe Flat,Fall River,Massachusetts,02720
83922f05-3b37-4321-81ec-6ec5a45d9d74,1975-02-27,,999-28-9650,S99945665,X75724974X,Mr.,Pedro,Bustos,,,S,black,dominican,M,Salisbury  Saint Joseph Parish  DM,735 Russel Approach Apt 24,Boston,Massachusetts,02108
580f8aef-2f34-4772-a085-874f1f64454b,1935-06-02,,999-13-3309,S99949573,X83873671X,Mrs.,Jeniffer,Dach,,Kuhn,M,white,portuguese,F,Lisbon  Estremadura  PT,191 Larson Way,Foxborough,Massachusetts,02035
94f8e7ad-e3b5-46ee-8d95-948bc97f3d47,1971-01-08,,999-74-2920,S99983643,X71473264X,Mr.,Daniel,Armendáriz,,,M,black,west_indian,M,Port-au-Prince  Haiti  HT,951 Orn Union,Arlington,Massachusetts,02474
348d6709-cb7f-4139-83e8-0ecbf931805e,1968-04-26,,999-80-7340,S99923799,X51507076X,Ms.,Damaris,Pagac,,,S,asian,chinese,F,Hong Kong  Hong Kong Special Administrative Region  CN,377 Fay Ranch Apt 63,Lenox,Massachusetts,01240
fc613d3a-b115-46b2-8435-bf754a7c5001,1990-04-08,,999-28-7144,S99928843,X85189027X,Mr.,Kristopher,Bradtke,,,M,white,irish,M,Salisbury  Massachusetts  US,173 Veum Grove Unit 44,Hanover,Massachusetts,02339
88d8ac57-fd6c-45ae-aae8-b7dd1240dcf1,2008-03-08,,999-83-9655,,,,Brenton,Rice,,,,hispanic,south_american,M,Bogota  Bogota  CO,836 Rempel Hollow Suite 80,Chelmsford,Massachusetts,01824
bb44e744-c349-411b-99c8-136af1498acc,1970-01-04,,999-70-7439,S99935992,X39500395X,Mr.,Elliott,Zulauf,,,M,black,african,M,Dighton  Massachusetts  US,408 Hoeger Parade Apt 42,Reading,Massachusetts,01801
ebc2b831-a2de-41a2-a8e4-80411875aa0a,2009-06-24,,999-64-8855,,,,Bill,Kunde,,,,white,scottish,M,Springfield  Massachusetts  US,100 Weimann Grove Apt 7,Shrewsbury,Massachusetts,01545
1164d812-32f9-47b2-9d54-6e1777fe1df0,1997-12-21,,999-73-1854,S99961468,X10285611X,Mr.,Ty,Carroll,,,,white,irish,M,Boston  Massachusetts  US,353 Hackett Park,Worcester,Massachusetts,01545
ad258061-6c64-48bd-9cb7-c05d635143aa,2015-03-01,,999-20-8918,,,,Harland,Bartoletti,,,,white,english,M,Barnstable Town  Massachusetts  US,272 Wuckert Dam,Boston,Massachusetts,02108
1bece3c7-7e4d-4b06-98b4-102235826910,1947-05-28,,999-61-1858,S99933428,X20788639X,Mr.,Irwin,Okuneva,,,S,white,italian,M,Beverly  Massachusetts  US,111 Wintheiser Neck,Somerville,Massachusetts,02138
5fbab30f-93d5-495f-bdd5-922a24ffe8c3,1975-01-07,,999-70-5863,S99968318,X27605163X,Mrs.,Vivan,Bradtke,,Reichert,M,white,irish,F,Boston  Massachusetts  US,1090 Weber Road Apt 49,Attleboro,Massachusetts,02703
137a9ae2-c546-43d1-ba2b-fe11dceba961,1989-07-14,,999-76-7632,S99967258,X84580297X,Mrs.,Reiko,Wiegand,,Dicki,M,white,irish,F,Fall River  Massachusetts  US,1013 Weimann Burg,New Bedford,Massachusetts,02740
3b31fb80-572a-49af-9bf2-840f2fa693ae,1995-12-21,,999-85-5437,S99910924,X73735138X,Ms.,Jettie,Beer,,,,white,italian,F,Eastham  Massachusetts  US,1069 Reinger Branch Apt 92,Malden,Massachusetts,02148
d5cb3027-73f5-4bf4-aa9d-9817b64a3f51,1981-03-03,,999-93-8557,S99980437,X87993355X,Ms.,Lourdes,Carvajal,,,S,black,dominican,F,Salisbury  Saint Joseph Parish  DM,825 Murphy Quay Suite 9,Boston,Massachusetts,02108
eb7dc91c-8672-4763-9af4-aeae8ad6ffa8,1993-03-01,,999-46-3575,S99973245,X20629730X,Mr.,Paris,Feil,,,,white,english,M,North Andover  Massachusetts  US,694 Witting Wynd,Cambridge,Massachusetts,02138
0583b13f-fcdb-4ded-9170-7491d23f8a78,1957-02-11,,999-98-6563,S99980055,X8959466X,Mrs.,Cecilia,Meza,,Montemayor,M,black,dominican,F,Marigot  Saint Andrew Parish  DM,825 Schowalter Corner Unit 47,Peabody,Massachusetts,01940
45a91028-fff8-4d61-8e64-2a109e9d0d3d,1983-10-13,,999-48-2030,S99985761,X77760132X,Ms.,Dorothy,Mills,,,S,white,irish,F,Medfield  Massachusetts  US,991 Smitham Extension,Fitchburg,Massachusetts,01420
c800c874-4f05-4d1d-ac81-fcfbf5aa70a3,1970-09-16,,999-68-1835,S99938893,X79241464X,Mr.,Hubert,Graham,,,S,white,german,M,Sharon  Massachusetts  US,879 Feeney Trail Suite 39,Oxford,Massachusetts,01540
a708f7b7-5e22-4a0b-b872-df435f636b19,1984-08-16,,999-15-5715,S99975806,X4902657X,Mr.,Porter,Wintheiser,,,M,white,german,M,New Bedford  Massachusetts  US,971 Green Extension,Wellesley,Massachusetts,02457
d6d14de5-fafb-4c35-b3cc-ce967f77d89c,1976-11-03,,999-31-7061,S99936981,X66624262X,Mr.,Arlie,Halvorson,,,S,asian,chinese,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,944 Tromp Center Apt 45,Lowell,Massachusetts,01850
d68fc495-829d-4a1c-8e86-a55b81cedc63,1995-09-10,,999-43-8899,S99984484,X7841076X,Ms.,Nora,Ritchie,,,,hispanic,south_american,F,Caracas  Capital District  VE,841 Bartell Rue Apt 22,Fitchburg,Massachusetts,01420
2c0964f8-4ee5-4dc5-a329-942b03e1d43a,1981-06-28,,999-54-4211,S99959851,X69384077X,Mr.,Dale,Cormier,,,M,white,english,M,Montague  Massachusetts  US,1099 Kunde Common Unit 61,Winchester,Massachusetts,01890
aa71c7ea-82b0-4ea2-9c8e-ddd4f31d9bf2,2007-08-16,,999-98-1556,,,,Tiffani,Crist,,,,white,portuguese,F,Westminster  Massachusetts  US,326 Feeney Trailer Apt 13,Holbrook,Massachusetts,02343
b32ae5f2-a359-4a71-9b1f-7ca5638650ab,1954-12-31,,999-45-9957,S99951689,X62596469X,Mrs.,Carmella,Harber,,Hessel,M,white,irish,F,Boston  Massachusetts  US,118 Bernhard Ville Apt 99,Paxton,Massachusetts,01612
2cc11bb9-1c57-47aa-a7ec-8461cc5f8a0e,1981-10-25,,999-84-7267,S99994392,X5226639X,Mrs.,Yukiko,Spencer,,Mertz,M,white,irish,F,Methuen Town  Massachusetts  US,1027 Runolfsdottir Stravenue Apt 54,Westford,Massachusetts,01886
84df4ed7-691c-4a33-b370-497384f5d551,1956-01-28,,999-38-9898,S99976023,X58587013X,Mrs.,Aleta,Mann,,Torp,M,asian,asian_indian,F,Dennis  Massachusetts  US,271 Bergstrom Passage,Dracut,Massachusetts,01826
644e08cc-0858-417f-9012-cde6f06064c4,2008-08-04,,999-93-2962,,,,Abraham,Botsford,,,,white,irish,M,Rockland  Massachusetts  US,799 Gislason Ranch Suite 99,Sutton,Massachusetts,01590
145c065b-a6d9-40d4-9f30-5f15bf1bca27,1947-12-20,,999-26-6245,S99946183,X42505535X,Mrs.,Chang,Paucek,,Fay,M,white,scottish,F,Westminster  Massachusetts  US,1009 Reinger Byway Unit 51,Waltham,Massachusetts,02451
5a3ef0d1-d50f-488b-9f1b-8252eeab3aaf,2000-12-22,,999-37-7466,S99924036,,Ms.,Kaylene,Hauck,,,,black,african,F,North Andover  Massachusetts  US,767 Bogisich Pathway,Milton,Massachusetts,02186
47364123-7b0d-4a3c-adf6-2136214ec685,2000-09-10,,999-42-9890,S99961957,,Ms.,Trina,Kris,,,,white,italian,F,Easthampton Town  Massachusetts  US,987 Yost Run,Boston,Massachusetts,02108
057d7557-3e0b-485c-9b8a-c72de8fa837a,2005-03-30,,999-47-5032,,,,Sherrell,Bayer,,,,white,english,F,Yarmouth  Massachusetts  US,189 Emmerich Route Suite 19,Duxbury,Massachusetts,02332
c7863467-8979-41c0-8b34-4af1a2366576,1967-02-14,,999-86-4279,S99958863,X35437952X,Mr.,Anthony,Berge,,,M,white,english,M,Springfield  Massachusetts  US,1048 Kunde Meadow Apt 67,Duxbury,Massachusetts,02332
5ca46dba-6941-45d3-8031-99a27409abba,2017-11-13,,999-48-6897,,,,Yuri,Erdman,,,,white,russian,F,Moscow  Moscow  RU,762 Swift Alley Unit 33,Saugus,Massachusetts,01906
35137cb0-15d0-4d70-ad1f-c0c789e41b39,1953-07-05,,999-59-4765,S99948469,X8367520X,Mr.,Rubin,Halvorson,,,M,asian,chinese,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,281 Cummings Light,Phillipston,Massachusetts,
465c036c-1491-469d-abb2-eb5ae4f1f32c,1946-07-27,,999-57-8358,S99934540,X2831115X,Mr.,Ike,Gaylord,,,M,white,english,M,Wellesley  Massachusetts  US,481 Hirthe Forge,New Bedford,Massachusetts,02740
da47055a-380b-4043-ab35-8d944504da5f,1983-04-12,,999-66-1634,S99916569,X18197871X,Mr.,Alec,Bayer,,,S,white,french_canadian,M,Terrebonne  Quebec  CA,875 Kuvalis Mission Unit 25,Chicopee,Massachusetts,01013
599d6035-02f9-4276-b029-5cbfd9034bb7,1986-09-15,,999-70-9300,S99971815,X79932209X,Ms.,Nia,Grant,,,S,white,french_canadian,F,Bedford  Massachusetts  US,749 Gorczany Union Apt 84,Boston,Massachusetts,02108
