Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,UTILIZATION
31b33ecf-efa2-4017-a7c2-b5659086a6c3,3d10019f-c88e-3de5-9916-6107b9c0263d,Rebecca Labadie,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,2
0c683288-4d10-4ff0-8269-d82866854d57,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andre Schneider,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,3
4473d21b-c355-4bcb-b9da-ea0f5a7107a0,27379046-608b-32f0-9df7-8c833cf5d11d,Willis Emard,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,1
6fca6805-08af-4593-a7d2-ffa2acfcdffe,465de31f-3098-365c-af70-48a071e1f5aa,Elizbeth Ratke,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,2
5c899fe0-addc-4ae3-b6b6-376984faacc5,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Quentin Beahan,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,1
0da0b452-1169-4a2d-89a9-b471bb398e4f,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Albina Rosenbaum,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,1
d9bb098a-eca1-4e70-aa1a-d0f82db389f1,161a799c-4894-36f6-8ca7-2a71c8107f79,Lilliana Brakus,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,1
b5f9e942-3ab4-46db-99fb-01871c05091f,05f449e8-89fc-3204-ac89-2416cc734431,Paul Zulauf,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,0
21361262-9941-4dd2-b543-b1aab74f8e30,05f449e8-89fc-3204-ac89-2416cc734431,Josie Hickle,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,0
903cec28-f99d-430e-8770-6eaa856d82ee,05f449e8-89fc-3204-ac89-2416cc734431,Paul Zulauf,M,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,74
0e46c9be-e337-4d13-a0ab-c561acec91ec,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Chassidy Zieme,F,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,0
49b8f74f-2e51-4ed9-87dc-eb1738d085be,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Andres McCullough,M,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,0
e6c15f72-2883-4b3d-bb99-0c27bed6d66e,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Chassidy Zieme,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,0
b0641725-e4c2-4721-8ab9-e639f2b30585,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Andres McCullough,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,0
860d2678-d9dc-47f5-8992-a12f5dd992ce,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Marcos Baumbach,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,0
8c04a410-4f28-47ff-8af2-a7a6cd848769,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Huey Murphy,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,0
b31a1e5b-2859-4890-bc7d-7cdc04b1ddd5,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Chassidy Zieme,F,GENERAL PRACTICE,175 ELM ST,SALISBURY,MA,01952-1828,18
e47cde68-2984-41cb-9b94-318690921dfb,c72c73fd-0c2a-3579-b732-130984e4883c,Clemente Fernández,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,0
0a042f19-08b0-4175-936f-608ef9265ffe,c72c73fd-0c2a-3579-b732-130984e4883c,Bryan Graham,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,0
aeffd71c-7b0c-4df9-a8f3-4f8036a335a4,c72c73fd-0c2a-3579-b732-130984e4883c,Clemente Fernández,M,GENERAL PRACTICE,38,NORTHBOROUGH,MA,01532-2159,62
29747f08-e885-4736-8fcb-7d89a8a3e5a2,b226e653-050e-3ca6-8917-532c52d53ee2,Candelaria Beer,F,PSYCHIATRY,328 BROADWAY,CAMBRIDGE,MA,02139-1840,0
30fa89c6-d96c-4ccc-8445-0dd1c7a9f31b,b226e653-050e-3ca6-8917-532c52d53ee2,Candelaria Beer,F,CLINICAL SOCIAL WORKER,328 BROADWAY,CAMBRIDGE,MA,02139-1840,0
47c56757-a115-486d-b1e7-fe97618b97df,b226e653-050e-3ca6-8917-532c52d53ee2,Mikel Nolan,M,CLINICAL SOCIAL WORKER,328 BROADWAY,CAMBRIDGE,MA,02139-1840,0
32db342f-548f-419b-a524-0b7f16a556e0,b226e653-050e-3ca6-8917-532c52d53ee2,Candelaria Beer,F,GENERAL PRACTICE,328 BROADWAY,CAMBRIDGE,MA,02139-1840,58
1bd59864-cc5b-4b83-a155-efb5d60f1fd7,5e956b7f-ea9a-324d-a15d-b23794044d94,Avery Cummerata,M,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,0
ddfbdf14-9781-4a40-94cd-40d150b02c81,5e956b7f-ea9a-324d-a15d-b23794044d94,Mandie Rolfson,F,OPTOMETRY,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,0
fba25929-2384-491a-b944-a0785d9f66d6,5e956b7f-ea9a-324d-a15d-b23794044d94,Avery Cummerata,M,GENERAL PRACTICE,200 JEFFERSON RD,WILMINGTON,MA,01887-1999,104
e4abdad4-0c63-49d1-9b38-822d60d03942,4f963230-cf6c-30d4-9848-03c2997a2c16,Allyson Schaden,F,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
28a3fcec-42a5-4e30-9e40-c42351a3dbe8,4f963230-cf6c-30d4-9848-03c2997a2c16,Elias Hilpert,M,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
2caee8e4-a157-4360-94bc-62be44cb8b9f,4f963230-cf6c-30d4-9848-03c2997a2c16,Thaddeus Skiles,M,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
25e58a2d-1853-45cd-aa17-8c8e48136909,4f963230-cf6c-30d4-9848-03c2997a2c16,Argentina Johnson,F,PSYCHIATRY,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
e678b717-a764-472b-9d25-bcb885a18701,4f963230-cf6c-30d4-9848-03c2997a2c16,Allyson Schaden,F,CLINICAL PSYCHOLOGIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
ad273931-dd3e-4793-b9c6-57c1d4ea96ea,4f963230-cf6c-30d4-9848-03c2997a2c16,Elias Hilpert,M,CLINICAL PSYCHOLOGIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
1cac5f18-6223-4746-9167-f5bac68604a1,4f963230-cf6c-30d4-9848-03c2997a2c16,Thaddeus Skiles,M,CLINICAL PSYCHOLOGIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
64ea44a9-c265-4ade-8cd6-fd87edaf8d89,4f963230-cf6c-30d4-9848-03c2997a2c16,Argentina Johnson,F,CLINICAL PSYCHOLOGIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
b2c491bc-f26f-4cd0-8a4c-7a13b07f467e,4f963230-cf6c-30d4-9848-03c2997a2c16,Allyson Schaden,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
002b3e72-e4aa-459f-aab1-97b5f410c7ef,4f963230-cf6c-30d4-9848-03c2997a2c16,Elias Hilpert,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
0b9e2cf6-ac68-4305-a208-eaaabc79d798,4f963230-cf6c-30d4-9848-03c2997a2c16,Thaddeus Skiles,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
c7fcc3f8-ca78-4f12-b723-93f615571daa,4f963230-cf6c-30d4-9848-03c2997a2c16,Argentina Johnson,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
4a72cfc0-0985-4b98-9adb-ea90086b667f,4f963230-cf6c-30d4-9848-03c2997a2c16,Tanika Veum,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
0d13eb2b-300c-4d9c-8d56-87829dc96f51,4f963230-cf6c-30d4-9848-03c2997a2c16,Solange Kuphal,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
4fb6acb0-f7c8-4f39-bc5b-312d158d026e,4f963230-cf6c-30d4-9848-03c2997a2c16,Booker Williamson,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
c73dcffe-f586-49a3-a01b-cf9ad6d42e91,4f963230-cf6c-30d4-9848-03c2997a2c16,Jesús Montez,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
a9fcdfdf-8691-433a-bbea-dbf6ab81c77c,4f963230-cf6c-30d4-9848-03c2997a2c16,Reginia Batz,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
f87e8fa4-f1ae-48d6-a2eb-61a034ddf92e,4f963230-cf6c-30d4-9848-03c2997a2c16,Michale Muller,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
a93a0138-6af0-4d12-aa00-5824426b4444,4f963230-cf6c-30d4-9848-03c2997a2c16,Ilene Fisher,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
09544e21-4a13-4fe8-8e3b-6c1e032b789c,4f963230-cf6c-30d4-9848-03c2997a2c16,Cristobal Guerra,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
d09e0003-eadb-4532-9b29-a0c711dc92d2,4f963230-cf6c-30d4-9848-03c2997a2c16,Daniel Hammes,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
2d121287-e258-4cca-adb6-f454616ddd26,4f963230-cf6c-30d4-9848-03c2997a2c16,Claudio Ruelas,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
c2f45f7b-b575-4248-b22d-303bf2fe939a,4f963230-cf6c-30d4-9848-03c2997a2c16,Dorris Hilll,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
fe73be8f-808d-467f-8ee4-8bd4b3919eaa,4f963230-cf6c-30d4-9848-03c2997a2c16,Deeann Wilkinson,F,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
6209187d-d031-4b64-a9fa-241054ec4bd6,4f963230-cf6c-30d4-9848-03c2997a2c16,Gordon King,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
49cc9d5b-253b-4f6b-aec0-22cf1bcb6609,4f963230-cf6c-30d4-9848-03c2997a2c16,Cruz Barton,M,CLINICAL SOCIAL WORKER,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
cb847c2c-fcc5-4806-aa14-d003a9fdc5bb,4f963230-cf6c-30d4-9848-03c2997a2c16,Allyson Schaden,F,GENERAL PRACTICE,200 CORDWAINER DR,NORWELL,MA,02061-1671,44
f38fba3d-0f86-40ef-a06d-0b13cc624179,4f963230-cf6c-30d4-9848-03c2997a2c16,Allyson Schaden,F,CLINICAL NURSE SPECIALIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
042c1f58-55b5-4c1f-9605-621348520860,4f963230-cf6c-30d4-9848-03c2997a2c16,Elias Hilpert,M,CLINICAL NURSE SPECIALIST,200 CORDWAINER DR,NORWELL,MA,02061-1671,0
0e7ba00a-60e4-4ffa-ad69-e0c61a80d07c,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Darcy Kuphal,F,PSYCHIATRY,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,0
b05d1a18-a02c-4a7d-bd17-417e2c7adc3a,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Darcy Kuphal,F,GENERAL PRACTICE,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,68
af2435be-aeaa-43da-8c89-82ca0d7aa77c,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Everett Wyman,M,CLINICAL SOCIAL WORKER,533 MAIN ST,MELROSE,MA,02176-3858,0
67ab8605-c6ec-4ad0-a07e-7ba7873493d4,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Carlos Marks,M,CLINICAL SOCIAL WORKER,533 MAIN ST,MELROSE,MA,02176-3858,0
029bc880-d766-4832-a99b-30bcb62247c6,2fc2b347-cb6b-3e5e-9755-c8d08692e526,Everett Wyman,M,GENERAL PRACTICE,533 MAIN ST,MELROSE,MA,02176-3858,64
a0e860dc-154a-46d3-b68c-07dbc6fef6f1,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Dannette Zemlak,F,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,0
8400d1f4-7646-4168-8a08-cfa0233b1462,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Clarice Mayert,F,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,0
a636c1ae-2992-4721-b726-01d45ba3b0af,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Dannette Zemlak,F,GENERAL PRACTICE,5 E MAIN ST,MERRIMAC,MA,01860-2005,84
31454a55-372a-4a27-88f0-b5ffee831255,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Dannette Zemlak,F,GASTROENTEROLOGY,5 E MAIN ST,MERRIMAC,MA,01860-2005,0
b09b6951-aa49-4623-8bd7-abe97b907281,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Akiko Funk,F,CLINICAL PSYCHOLOGIST,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,0
74c85afb-a6c3-403f-a1c5-8004d7a4e8d7,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Akiko Funk,F,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,0
50761568-3561-46bf-a307-db098d060e2f,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Willodean Spencer,F,CLINICAL SOCIAL WORKER,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,0
7d04e741-f8da-425e-81e1-c3cc734e9331,f6b3bda6-02ee-37cc-8c1f-8fa554e5577a,Akiko Funk,F,GENERAL PRACTICE,361 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6719,18
93f73999-46e0-4916-9abb-79192d0e5f33,230b3872-a16b-3c49-b4cb-288c356ed3d4,Fallon Schroeder,F,CLINICAL SOCIAL WORKER,450 W RIVER ST,ORANGE,MA,01364-1440,0
9880beb4-ae83-4ca6-bb82-1d36a883b894,230b3872-a16b-3c49-b4cb-288c356ed3d4,Tuan Hyatt,M,CLINICAL SOCIAL WORKER,450 W RIVER ST,ORANGE,MA,01364-1440,0
ac9bbf8b-3edc-4bbf-975b-1c8917bcb47f,230b3872-a16b-3c49-b4cb-288c356ed3d4,Fallon Schroeder,F,GENERAL PRACTICE,450 W RIVER ST,ORANGE,MA,01364-1440,64
81dfa13e-0a66-499d-81de-cb776d70a8dc,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Signe Conroy,F,CLINICAL PSYCHOLOGIST,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
37ed693f-91fb-42ee-b206-46488fa059b9,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Shaniqua Rempel,F,CLINICAL PSYCHOLOGIST,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
a80f317b-0f86-4ff6-9fa6-07a896b2df67,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Signe Conroy,F,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
9ccdc0f2-2bdd-478c-b1d0-fe75a6f4d65b,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Shaniqua Rempel,F,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
d66c2d94-faaa-4fdd-aa8a-539128922451,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Bernard Kiehn,M,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
5e10524e-7fd8-4026-8db5-b89aebb741c4,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Solomon Schowalter,M,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
af45c00b-51a2-40c6-8af1-d46a1e44ae29,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Jayson Gleichner,M,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
5b936993-0afc-4e8f-b672-624bf0806c76,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Edgardo Steuber,M,CLINICAL SOCIAL WORKER,80 WASHINGTON ST,NORWELL,MA,02061-1741,0
a26ab4fb-a4e9-4d9f-b928-19be732f96a7,340ec5ba-d3f6-32ef-bc8b-d132c2b29276,Signe Conroy,F,GENERAL PRACTICE,80 WASHINGTON ST,NORWELL,MA,02061-1741,80
89665be3-217d-4cbd-9202-d4ac20713aa9,0b829ba7-406d-3339-b330-1e995b1d72a0,Marry Kemmer,F,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,0
2cbad1af-b157-49f5-8887-696fedca26ce,0b829ba7-406d-3339-b330-1e995b1d72a0,Malisa Aufderhar,F,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,0
27143e2c-1386-46ba-9be5-d315e773703b,0b829ba7-406d-3339-b330-1e995b1d72a0,Chadwick Kris,M,CLINICAL PSYCHOLOGIST,150 MARKET ST,LYNN,MA,01901-1529,0
ee24df29-1c32-40e4-b373-f4b68eed2de0,0b829ba7-406d-3339-b330-1e995b1d72a0,Marry Kemmer,F,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,0
8a28fbe5-87a7-4d54-abd5-9e8ed353ade3,0b829ba7-406d-3339-b330-1e995b1d72a0,Malisa Aufderhar,F,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,0
47242ff9-8906-40c6-ae5d-b2073d0c0212,0b829ba7-406d-3339-b330-1e995b1d72a0,Chadwick Kris,M,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,0
e8777893-0c1c-47e2-8963-186488fcff22,0b829ba7-406d-3339-b330-1e995b1d72a0,Micha Bergstrom,F,CLINICAL SOCIAL WORKER,150 MARKET ST,LYNN,MA,01901-1529,0
3cc264a9-55d9-4811-b993-96e78075d557,0b829ba7-406d-3339-b330-1e995b1d72a0,Marry Kemmer,F,GENERAL PRACTICE,150 MARKET ST,LYNN,MA,01901-1529,58
8b4c5cc6-f305-420a-9868-b0b8d90273b8,ad44968b-257d-36af-8f3c-a682d2a4b30b,Hipolito Greenholt,M,GENERAL PRACTICE,175 DERBY ST,HINGHAM,MA,02043-4021,82
2c89afde-6b65-4b4a-96ca-e85e0bdc30e5,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,Duane Witting,M,RHEUMATOLOGY,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,0
86b58567-5078-40c5-abc6-76464f4395ba,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,Avery Lynch,M,RHEUMATOLOGY,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,0
4545da54-c703-4b11-849b-d751955dc4d2,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,Duane Witting,M,GENERAL PRACTICE,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,88
4d8c697b-3792-41d0-93be-34c1fd934e10,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,Duane Witting,M,INTERNAL MEDICINE,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,0
a98da95b-d63b-489b-9b54-59a033cf03b4,befd832a-ba6c-3404-b7d6-a01ee45f6fe1,Avery Lynch,M,INTERNAL MEDICINE,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,0
469107e0-5779-4d39-9fcc-52a32c19ed74,9ec35f20-8d1d-34d6-8663-2ef4d94521da,Abram Paucek,M,CHIROPRACTIC,8 GOFFE ST,HADLEY,MA,01035-9559,0
7fef77a3-63c9-410f-9280-038a1d3412ef,9ec35f20-8d1d-34d6-8663-2ef4d94521da,Abram Paucek,M,GENERAL PRACTICE,8 GOFFE ST,HADLEY,MA,01035-9559,108
1423f439-7304-4f82-9ec7-ce12d9377f9b,18493754-0bc4-3653-89ba-fced6e9a2a79,Courtney Heidenreich,M,GENERAL PRACTICE,18 MAIN ST,TOWNSEND,MA,01469-1300,120
aa32c7ca-d106-4293-b2ad-66821d9872c6,7e0fcfff-e432-3e12-8c28-1b798687cc6b,Meredith Quitzon,F,CLINICAL PSYCHOLOGIST,832 MAIN ST,OSTERVILLE,MA,02655-2048,0
30861023-4df5-474d-a36c-de11a493a445,7e0fcfff-e432-3e12-8c28-1b798687cc6b,Meredith Quitzon,F,CLINICAL SOCIAL WORKER,832 MAIN ST,OSTERVILLE,MA,02655-2048,0
d307d93f-bb12-4941-b181-33487be33397,7e0fcfff-e432-3e12-8c28-1b798687cc6b,Meredith Quitzon,F,GENERAL PRACTICE,832 MAIN ST,OSTERVILLE,MA,02655-2048,58
9295fe4b-6c43-474b-9f83-fe18132c5bca,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Rosanna Frami,F,CLINICAL SOCIAL WORKER,2 SHAKER RD,SHIRLEY,MA,01464-2561,0
6cf19219-b9a4-47dc-a9fb-47ae30f1a573,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Hobert Sipes,M,CLINICAL SOCIAL WORKER,2 SHAKER RD,SHIRLEY,MA,01464-2561,0
e9706597-3708-44a7-97ea-1278e845a09d,0de9633c-54dd-39cb-947c-8ab5ecdf93a2,Rosanna Frami,F,GENERAL PRACTICE,2 SHAKER RD,SHIRLEY,MA,01464-2561,134
703ef42a-09fb-4545-bfbd-c5d4543f2bf7,1b16712e-c42b-38cc-8f9c-06c60aee8f4a,Jamie Walker,M,CLINICAL SOCIAL WORKER,26 WAMPUM DR,BREWER,MA,02631-1311,0
f9af6bd2-aff4-4632-b7e5-7d05b06dc5ee,1b16712e-c42b-38cc-8f9c-06c60aee8f4a,Jamie Walker,M,GENERAL PRACTICE,26 WAMPUM DR,BREWER,MA,02631-1311,68
51e2e534-e10e-44fb-a855-4c31c61e7335,27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,Nathan Hessel,M,CLINICAL SOCIAL WORKER,55 WAREHAM ST,CARVER,MA,02330-1716,0
faafeeff-7459-48c9-9a2d-42b4c2a69cce,27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,Nathan Hessel,M,GENERAL PRACTICE,55 WAREHAM ST,CARVER,MA,02330-1716,112
132e6161-eeab-4bbf-8be2-247c70598371,ad3a23c5-ee9b-361d-96ee-244364c9b63a,Corinne Feeney,F,CLINICAL SOCIAL WORKER,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,0
edda6588-ba62-424c-b2eb-741094cf054e,ad3a23c5-ee9b-361d-96ee-244364c9b63a,Corinne Feeney,F,GENERAL PRACTICE,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,74
b3625881-cc68-467c-92d5-b079eb8e8c32,bffef3f6-1fc7-3881-be74-0678fbe77b5b,Michaele Lehner,F,CLINICAL SOCIAL WORKER,30 COURT ST,WESTFIELD,MA,01085-3587,0
2f069cbc-35a1-43f7-94ef-f62d7d32e8ea,bffef3f6-1fc7-3881-be74-0678fbe77b5b,Armando Villalpando,M,CLINICAL SOCIAL WORKER,30 COURT ST,WESTFIELD,MA,01085-3587,0
9c373ee1-3a7c-4239-a606-2fbba646f25d,bffef3f6-1fc7-3881-be74-0678fbe77b5b,Michaele Lehner,F,GENERAL PRACTICE,30 COURT ST,WESTFIELD,MA,01085-3587,110
271bc8a4-3f19-4305-a738-0b48c22a9f66,6ab2e1c9-e185-3282-a4e8-d200a6f2b36c,Rosia Carter,F,GENERAL PRACTICE,282 MAIN ST,GROVELAND,MA,01834-1229,50
